,ratio,rndint,dataset,learning_rate,batchsize,epochs,loss,time,mape,r2,mape_test,r2_test,mape_interpolation,r2_interpolation
2755,0.7,829.0,Sobol2,0.001,29.0,200.0,53.19156265258789,11.542558193206789,0.0931667934960966,-0.7640188209806185,0.0944812406843017,-0.9853058629890858,0.0787762664812668,-0.2287844101996816
2756,0.7,854.0,Grid1296,0.001,11.0,200.0,18.1185245513916,14.5748188495636,0.0504692314966191,-0.1808056559873965,0.0544246939091869,-0.3296323234949765,0.0743384613391823,-1.5293888193299718
2757,0.7,854.0,Grid2401,0.001,617.0,200.0,31.894065856933597,0.8109390735626221,0.0456911919585954,0.3195614518124919,0.043257427022739,0.3581132820459258,0.0798874066186109,-3.128399516768277
2758,0.7,854.0,Sobol1,0.001,23.0,200.0,8.440071105957031,12.77315354347229,0.0166283999983085,0.9798838359823072,0.0162171427162908,0.9784067473808148,0.0204585042156167,0.952417007706806
2759,0.7,854.0,Sobol2,0.001,29.0,200.0,38.542030334472656,11.280558824539185,0.0919940648824569,-0.8560874511872907,0.0949391067133665,-1.1842020283036234,0.0779445507646324,-0.3095916504199616
2760,0.7,877.0,Grid1296,0.001,11.0,200.0,25.062360763549805,14.425914764404297,0.0535929575445606,-0.0635867302945965,0.0486807651305388,0.107462835755274,0.0733534335973371,-1.0827858405347173
2761,0.7,877.0,Grid2401,0.001,617.0,200.0,29.31105613708496,0.818528413772583,0.0435765032569215,0.259657883525192,0.0441924511196728,0.2327099772768119,0.0790302231431833,-3.625670941202221
2762,0.7,877.0,Sobol1,0.001,23.0,200.0,35.09589385986328,12.564935684204102,0.0552203661463542,0.7311639144605263,0.0563461572187622,0.7180239391436374,0.0496598279690408,0.7396345615477933
2763,0.7,877.0,Sobol2,0.001,29.0,200.0,77.57390594482422,11.160462856292725,0.0886759560650554,-0.5676460012829083,0.0828262485241483,-0.5073498567793988,0.0704060600001788,0.0647275149246094
2764,0.7,928.0,Grid1296,0.001,11.0,200.0,34.55925369262695,14.661330938339232,0.0477501087396516,-0.0746290053847882,0.0588701827765111,-0.5445420742677409,0.0740948660030033,-1.5215926885572042
2765,0.7,928.0,Grid2401,0.001,617.0,200.0,31.589017868041992,0.822943925857544,0.0447111014702381,0.4124511922942352,0.0419129753770716,0.4847180377204109,0.0789770057712533,-2.733143478043857
2766,0.7,928.0,Sobol1,0.001,23.0,200.0,51.22562789916992,12.813352584838867,0.0880785550841375,-0.8351429242122956,0.0847881166907767,-0.6913935483636859,0.0765788262077452,-0.3584835458263022
2767,0.7,928.0,Sobol2,0.001,29.0,200.0,54.60881423950195,11.319598197937012,0.0882862882521365,-0.6701661318283809,0.0837955738034178,-0.5175003091812287,0.0708599511537531,0.0041844863704652
2768,0.7,930.0,Grid1296,0.001,11.0,200.0,22.607820510864254,14.658629417419434,0.0507648750307137,-0.2750259197261067,0.0536082415014623,-0.3537829546307669,0.0735628742306979,-1.639180708365966
2769,0.7,930.0,Grid2401,0.001,617.0,200.0,30.13609504699707,0.8176801204681396,0.0428736596078765,0.352203446727906,0.0446587662888644,0.1997431885523108,0.0779475817734405,-3.3448031284313577
2770,0.7,930.0,Sobol1,0.001,23.0,200.0,32.881797790527344,12.782915353775024,0.0410621841397566,0.8563195169215089,0.0422773834930343,0.8056897360755184,0.0421055014883656,0.8036243997051922
2771,0.7,930.0,Sobol2,0.001,29.0,200.0,50.531005859375,11.26057195663452,0.0607218661319131,0.6180237575690205,0.0615959382369286,0.6092260344441239,0.0541864471029442,0.6079049721331523
2772,0.7,936.0,Grid1296,0.001,11.0,200.0,19.493309020996094,14.63037133216858,0.0470869260263423,0.0893542470040662,0.049351695062458,-0.0361334922240654,0.0709079114522911,-1.0509331345152235
2773,0.7,936.0,Grid2401,0.001,617.0,200.0,32.45572280883789,0.8112268447875977,0.0451203750713687,0.3995186152441635,0.0415650034313878,0.4290997196371153,0.0776711423714401,-2.7197297748125053
2774,0.7,936.0,Sobol1,0.001,23.0,200.0,66.75968933105469,12.887395858764648,0.0764542151921904,-0.390219763109892,0.0798292440548584,-0.5927080050419082,0.0643325432261472,0.0258350836154691
2775,0.7,936.0,Sobol2,0.001,29.0,200.0,79.45466613769531,11.153504848480225,0.0919755706058225,-0.9423811265474996,0.0940701126989275,-1.1216219620323002,0.0771070780375357,-0.3033893240208802
2776,0.7,951.0,Grid1296,0.001,11.0,200.0,50.95158386230469,14.732460737228394,0.0503493567028252,-0.2755981798217228,0.0545265478851769,-0.6861901954426175,0.074635981172334,-1.8345372596677736
2777,0.7,951.0,Grid2401,0.001,617.0,200.0,29.592344284057617,0.8129456043243408,0.0427916247136237,0.41909105682249,0.0475925517907733,0.3327359536442111,0.0793206627264685,-2.880251345606536
2778,0.7,951.0,Sobol1,0.001,23.0,200.0,44.611698150634766,13.306040287017822,0.0821849624650276,-0.7724821708620009,0.0927517053667047,-1.2816174703842842,0.0740962851794522,-0.4178079892604618
2779,0.7,951.0,Sobol2,0.001,29.0,200.0,52.919654846191406,11.27415680885315,0.0876866156915551,-0.6061281057196866,0.08507848125796,-0.5815062321851074,0.0703344055447297,0.0364271135063355
2780,0.7,968.0,Grid1296,0.001,11.0,200.0,25.33452796936035,14.866107940673828,0.0379511471011699,0.3793899071075139,0.0339729315608244,0.5468608084300268,0.0603311153736231,-0.357415550583352
2781,0.7,968.0,Grid2401,0.001,617.0,200.0,29.394065856933597,0.8179333209991455,0.042543757326771,0.1043089834861098,0.047142172065189,-0.0948611470673606,0.0788602898154755,-4.48491218366768
2782,0.7,968.0,Sobol1,0.001,23.0,200.0,34.759056091308594,12.69921875,0.0417315985005018,0.8703392742549616,0.0402512970889405,0.8771760988927415,0.0420627036036331,0.8358514239577839
2783,0.7,968.0,Sobol2,0.001,29.0,200.0,47.03236389160156,11.26259994506836,0.0884436809334121,-0.7487216875483189,0.092633138248953,-0.9165239273277416,0.0733657521745669,-0.1132471866763589
2784,0.7,985.0,Grid1296,0.001,11.0,200.0,55.6677131652832,14.66450548171997,0.0367782157832908,0.4465179263179961,0.0359306860055798,0.4156081934385487,0.0615188274731566,-0.3410659925118899
2785,0.7,985.0,Grid2401,0.001,617.0,200.0,32.87721633911133,0.8204147815704346,0.0454241708953702,0.2377997768160236,0.0422789999981454,0.4198744192712883,0.080059526079012,-3.3598077118341507
2786,0.7,985.0,Sobol1,0.001,23.0,200.0,34.85309982299805,12.805704355239868,0.0466487724585219,0.6774121763393022,0.0480281640826389,0.6299846174410564,0.0412145600623876,0.7103245008149046
2787,0.7,985.0,Sobol2,0.001,29.0,200.0,8.09199047088623,11.275753021240234,0.0210961808924265,0.9655214665796232,0.0203078443821358,0.9729205577564176,0.0180470749404272,0.9570183838332912
2788,0.7,986.0,Grid1296,0.001,11.0,200.0,24.5573787689209,14.44406509399414,0.0510288659014167,-0.1778974839511686,0.0513918064106641,-0.0142959253133914,0.0751527297943571,-1.322008240372626
2789,0.7,986.0,Grid2401,0.001,617.0,200.0,30.36260986328125,0.9127697944641112,0.0448769154404681,0.3426834910340108,0.0431293717487395,0.3477751461406242,0.0795884206299527,-3.1057456999096478
2790,0.7,986.0,Sobol1,0.001,23.0,200.0,72.03504180908203,12.788238763809204,0.0772036815994191,-0.4700541332439722,0.0723988275705529,-0.3439374298489914,0.0631882736458789,0.0338038056428692
2791,0.7,986.0,Sobol2,0.001,29.0,200.0,62.23543548583984,11.1750807762146,0.089159810443806,-0.726713490788101,0.0971263292446486,-0.9869566495718216,0.0767293439280005,-0.2170934033247278
2792,0.7,996.0,Grid1296,0.001,11.0,200.0,14.148082733154297,14.62272310256958,0.0365958783407268,0.4331702486159158,0.0376662338301536,0.4393853968862348,0.0632077068377677,-0.3270609084146478
2793,0.7,996.0,Grid2401,0.001,617.0,200.0,31.063459396362305,0.8164103031158447,0.0436506660312001,0.3135635596074008,0.0447964872611846,0.1829282969059619,0.0791375611221869,-3.487619451104641
2794,0.7,996.0,Sobol1,0.001,23.0,200.0,41.07477188110352,12.800238370895386,0.0739386491129771,-0.5025912153893124,0.0825400798381401,-0.6982690960628897,0.0636769229732662,-0.0447501122346332
2795,0.7,996.0,Sobol2,0.001,29.0,200.0,62.40156173706055,11.275297164916992,0.090525143064506,-0.7959811166764168,0.0860034540185069,-0.7774586328508917,0.0721791205100209,-0.0850007061436031
2796,0.7,999.0,Grid1296,0.001,11.0,200.0,18.553855895996094,14.403881549835203,0.0496619777053021,-0.0423695719697381,0.057283288507177,-0.540062803935327,0.0723201419932653,-1.4183069651934064
2797,0.7,999.0,Grid2401,0.001,617.0,200.0,31.0106258392334,0.8091733455657959,0.0459906440707033,0.4363015358818349,0.0450984040071218,0.4398819873193248,0.0816015603601677,-2.628627092469072
